brand,model,model_year,mileage_mi,engine,transmission,drivetrain,fuel_type_clean,mpg,exterior_color,interior_color,accidents_or_damage,one_owner,personal_use_only,seller_name,seller_rating,driver_rating,driver_reviews_num,price_drop_usd,price_usd,data_source
Tesla,Model 3 Standard Range Plus,2020,53342,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Red Multi,Black,0,1,1,Highline Auto Sales,4.5,4.2,19,,31995,cars_com_used_cars_762k
Tesla,Model 3 Standard Range,2019,28354,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Pearl White Multi,Black,0,1,1,ZAG Motors Everett,2.9,4.9,33,800,39995,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2020,947,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Black,Black,0,1,1,ENVY AUTO GROUP,,4.2,19,13000,45999,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2022,5219,425.0HP Electric Motor Electric Fuel System,A/T,All-wheel Drive,Electric,,Black,Black,,,,,,4.7,5,,59000,cars_com_used_cars_762k
Tesla,Model 3 Performance,2021,32985,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,All-wheel Drive,Electric,,Red,White,,,,,,4.3,5,,51000,cars_com_used_cars_762k
Tesla,Model 3 Performance,2021,28564,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Pearl White Multi,White / Black,0,0,1,Auto Locators of Texas,,4.3,5,,45883,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2019,61521,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Blue,Black,0,1,1,Pacific Auto Center - Costa Mesa,1.3,4.9,33,1000,28995,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2020,42431,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Pearl White Multi,Black,1,1,1,Automotive Avenues,4.8,4.2,19,,30995,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2018,28720,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Gray,Black,0,0,1,Alfa Romeo of Plano,4.2,4.6,117,,35490,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2020,38000,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Black,White / Black,1,1,1,Fred's Executive Auto,4.4,4.2,19,2000,35997,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2021,66354,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Black,Black,0,1,1,Lake Elsinore Chrysler Dodge Jeep Ram,4,4.3,5,994,37294,cars_com_used_cars_762k
Tesla,Model 3 Standard Range,2020,30216,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Pearl White,White / Black,0,1,1,Lexus of Watertown,5,4.2,19,3107,34889,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2020,43100,Electric,1-Speed Automatic,All-wheel Drive,Electric,,White,Black,0,0,1,Fred's Executive Auto,4.4,4.2,19,,34997,cars_com_used_cars_762k
Tesla,Model 3 Performance,2019,55358,Electric Motor,1-Speed Automatic,All-wheel Drive,Electric,,Solid Black,Black,0,0,1,Classic Auto Park,,4.9,33,,42834,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2020,12082,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Blue,Black,0,1,1,Paramount Motors NW,,4.2,19,,39995,cars_com_used_cars_762k
Tesla,Model 3 Performance,2020,34616,Electric 480hp 471ft. lbs.,Automatic,All-wheel Drive,Electric,,Midnight Silver Metallic,Black,0,1,1,Definitive Motors,3.6,4.2,19,400,40880,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2019,23132,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Pearl White Multi,Black,0,1,1,California Beemers Teslers,2.6,4.9,33,400,31590,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2021,24131,Electric Motor,1-SPEED A/T,Rear-wheel Drive,Electric,,Pearl White Multi-Coat,,0,1,1,Ed Tomko Chrysler Dodge Jeep Ram,2.8,4.3,5,,43894,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2022,7012,Electric,Automatic,All-wheel Drive,Electric,,White,Black,0,0,1,CarTopia,4,4.7,5,910,46900,cars_com_used_cars_762k
Tesla,Model 3 Mid Range,2018,40732,Electric Motor,Automatic,Rear-wheel Drive,Electric,,BLACK,Black,0,0,0,"City Auto Sales, LLC",4.2,4.6,117,,32900,cars_com_used_cars_762k
Tesla,Model 3 Performance,2020,23327,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Blue,Black,1,1,1,Dave Towell Cadillac,4.8,4.2,19,1000,41977,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2019,25434,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Black,Black,0,1,1,Ed Napleton Honda,4.8,4.9,33,200,35700,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2019,25860,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Black,Black,0,1,0,26 Motors Long Island,3.6,4.9,33,2110,38995,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2019,44496,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Black,Black,1,0,0,Impex Chevrolet GMC Buick,3.9,4.9,33,,36850,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2019,47896,Electric,1-Speed Automatic,All-wheel Drive,Electric,,White,Black,0,1,1,Mark Mazda,4.6,4.9,33,507,36993,cars_com_used_cars_762k
Tesla,Model 3 Standard,2018,80680,ELECTRIC MOTOR,Automatic,All-wheel Drive,Electric,,WHITE,BLK,1,1,1,Prestige Motor Works,5,4.6,117,,29995,cars_com_used_cars_762k
Tesla,Model 3 Performance,2021,17526,Electric,1-Speed Automatic,All-wheel Drive,Electric,,White,Black,0,1,1,Murdock Chevrolet,3.8,4.3,5,1986,48500,cars_com_used_cars_762k
Tesla,Model 3 Performance,2023,13575,Electric,Automatic,All-wheel Drive,Electric,,Midnight Silver Metallic,Black,0,1,1,European Motors,3.9,3.6,3,,52950,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2021,41957,Electric,1-Speed Automatic,RWD,Electric,,Pearl White Multi,Black,,,,European Motors,3.9,4.3,5,,35950,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2020,40403,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Pearl White Multi,Black,0,1,1,Lupient KIA Nissan,4.9,4.2,19,169,34998,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2020,42043,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Midnight Silver Metallic,Black,0,1,0,Impex Auto Sales,4.7,4.2,19,,34400,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2018,52479,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Red Multi,Black,0,0,1,Westgate Chrysler Jeep Dodge Ram,3.3,4.6,117,,33838,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2020,13571,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Gray,Black,0,1,1,Major Motor Cars,,4.2,19,,39884,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2020,27969,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Midnight Silver Metallic,White / Black,0,1,1,Motorpoint Roswell,4.2,4.2,19,100,34899,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2019,34072,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Pearl White Multi,White / Black,0,1,1,California Beemers Teslers,2.6,4.9,33,410,36490,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2018,40345,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Deep Blue Metallic,Black,0,1,1,Nissan of McKinney,4.4,4.6,117,,32302,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2018,19838,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Black,Black,1,0,1,Auto Buying Service,3.3,4.6,117,500,33495,cars_com_used_cars_762k
Tesla,Model 3 Performance,2021,15373,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Pearl White Multi,White / Black,0,0,0,Findlay Subaru Prescott,4.8,4.3,5,488,47000,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2019,24214,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Pearl White Multi,Black,0,1,1,Drive A Dream,4.7,4.9,33,,37000,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2020,22168,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Black,,0,1,1,Luther North Country Ford Lincoln,4.7,4.2,19,,43000,cars_com_used_cars_762k
Tesla,Model 3 Standard Range,2023,10274,Electric ZEV 271hp,1-Speed Automatic,Rear-wheel Drive,Electric,,Gray,,0,1,1,Jidd Motors Mitsubishi,4.8,3.6,3,,41985,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2022,13704,Dual Electric Motor,Automatic,All-wheel Drive,Electric,,,,0,1,0,Mountain Mitsubishi,,4.7,5,400,46900,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2020,20949,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Red Multi,,0,1,1,Fred's Executive Auto,4.4,4.2,19,4000,35997,cars_com_used_cars_762k
Tesla,Model 3 Mid Range,2019,54656,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Black,,0,1,1,Volkswagen of Salem,4.3,4.9,33,1000,34121,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2020,21352,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Blue,White / Black,0,1,1,Major Motor Cars,,4.2,19,917,38943,cars_com_used_cars_762k
Tesla,Model 3 Standard Range,2020,27333,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Black,Black,0,1,1,Import Masters,3.6,4.2,19,,41995,cars_com_used_cars_762k
Tesla,Model 3 Performance,2019,43902,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Black,Black,0,1,1,The Sharpest Rides,3.9,4.9,33,,44437,cars_com_used_cars_762k
Tesla,Model 3 Mid Range,2019,44212,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Black,Black,0,1,1,Winners Circle Chrysler Dodge Jeep Ram,3.8,4.9,33,100,32390,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2018,54676,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Red Multi,Black,0,0,1,Subaru Superstore of Chandler,4.9,4.6,117,300,35600,cars_com_used_cars_762k
Tesla,Model 3 Performance,2022,18159,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Pearl White Multi,Black,0,1,1,Corwin Ford Reno,4.6,4.7,5,127,50989,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2020,60501,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,White,,0,1,1,Auto Boutique,4.8,4.2,19,500,29500,cars_com_used_cars_762k
Tesla,Model 3 Mid Range,2019,38150,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Pearl White Multi,Black,0,1,1,Driveline Used Cars Murrieta,3.5,4.9,33,,35500,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2021,32375,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Pearl White Multi,Black,0,1,1,Honda Marysville,4.8,4.3,5,192,36498,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2021,24820,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Black,,1,1,1,Driveline Used Cars Murrieta,3.5,4.3,5,,34800,cars_com_used_cars_762k
Tesla,Model 3 Performance,2022,8417,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Gray,,0,1,1,J & S Autohaus,4.2,4.7,5,1500,48995,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2018,49417,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Black,Black,1,0,1,Haims Motors of Hollywood,2.7,4.6,117,5200,36977,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2018,47275,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Deep Blue Metallic,Black,0,0,1,Alexandria VW,4.6,4.6,117,1900,31900,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2020,38859,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Pearl White Multi,Black,0,1,1,AutoMax Preowned Framingham,4.5,4.2,19,500,34500,cars_com_used_cars_762k
Tesla,Model 3 Performance,2022,1694,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Pearl White Multi,Black,0,0,1,Kalispell Toyota,4.5,4.7,5,1000,51998,cars_com_used_cars_762k
Tesla,Model 3 Standard,2020,37248,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Silver Metallic,Black,1,1,1,Shottenkirk Chrysler Dodge Jeep RAM,3.9,4.2,19,325,35980,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2018,24735,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Pearl White Multi,Black,0,1,1,Abramovich Motors,,4.6,117,490,34500,cars_com_used_cars_762k
Tesla,Model 3 Standard Range,2019,42917,0.0,Automatic,Rear-wheel Drive,Electric,,BLACK,Black,1,0,1,SJL Motors of Miami,,4.9,33,,32555,cars_com_used_cars_762k
Tesla,Model 3,2018,65085,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Red Multi,Black,1,0,1,Winners Circle Mazda,4.3,4.6,117,100,29890,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2020,24806,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Black,Black,0,1,0,Lease Return Center,2.7,4.2,19,1000,35700,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2021,23739,271.0HP Electric Motor Electric Fuel System,A/T,Rear-wheel Drive,Electric,,Gray,Gray,,,,,,4.3,5,,35900,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2019,28476,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Black,White / Black,0,1,1,AUTOSOURCE,4.7,4.9,33,2000,44995,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2020,26759,Motor: AC Permanent Magnet,Automatic,Rear-wheel Drive,Electric,,Pearl White Multi-Coat,Black,0,1,1,Versatile Collection,4,4.2,19,,34987,cars_com_used_cars_762k
Tesla,Model 3 Performance,2020,26109,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Red Multi,,0,0,1,Maserati of Newport Beach,4.5,4.2,19,500,42998,cars_com_used_cars_762k
Tesla,Model 3 Performance,2019,30573,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Red Multi,Black,0,1,1,Camp Chevrolet,4.1,4.9,33,,41000,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2020,29500,271.0HP Electric Motor Electric Fuel System,A/T,Rear-wheel Drive,Electric,,White,Black,,,,,,4.2,19,,47000,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2020,66024,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Gray,Black,0,0,1,Broadway Ford Hyundai on Military,4.4,4.2,19,1856,37139,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2018,38167,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Midnight Silver Metallic,Black,0,1,1,Uniquely European Auto Sales LLC,,4.6,117,,33999,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2020,38000,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Black,White / Black,1,1,1,Fred's Executive Auto,4.4,4.2,19,2000,35997,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2019,39833,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Blue,Black,0,1,1,Major Motor Cars,,4.9,33,,31888,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2022,19877,Electric,Automatic,All-wheel Drive,Electric,,Black,Black,0,1,1,Cowboy Chrysler Dodge Jeep Ram,4.3,4.7,5,1549,45980,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2018,40061,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Black,Black,0,1,1,PAAUTOSALES.COM,3.1,4.6,117,500,31995,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2019,45004,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Blue,Black,0,1,1,Major Motor Cars,,4.9,33,,31935,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2020,42208,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Red Multi,White / Black,0,1,1,"OttoSource, Corp.",2.9,4.2,19,,33900,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2021,15390,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,White,Black,1,1,0,Junction Auto Sales,,4.3,5,,42400,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2018,40840,ELECTRIC MOTOR,Automatic,All-wheel Drive,Electric,,Black,White,0,1,0,Imperial Auto LLC,3.5,4.6,117,1000,33995,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2022,382,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Charcoal,Black,0,1,1,Steel Chariot,,4.7,5,451,59250,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2019,38700,425.0HP Electric Motor Electric Fuel System,1-Speed A/T,All-wheel Drive,Electric,,White,Black,,,,,,4.9,33,,38500,cars_com_used_cars_762k
Tesla,Model 3 Performance,2020,33970,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Pearl White Multi,Black,0,0,0,Current Automotive,,4.2,19,690,39990,cars_com_used_cars_762k
Tesla,Model 3 Performance,2022,9528,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Gray,Black,0,1,1,Carousel Online,,4.7,5,300,51999,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2018,55607,Electric ZEV,1-Speed Automatic,All-wheel Drive,Electric,,White,Black,0,0,1,Future Chrysler Dodge Jeep Ram of Concord,,4.6,117,1062,36955,cars_com_used_cars_762k
Tesla,Model 3 Standard Range,2019,17580,Electric,1-Speed Automatic,RWD,Electric,,Black,Black,0,1,1,Cadillac of New Orleans,,4.9,33,,37960,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2021,45348,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Black,Black,0,0,1,Bill Fox Chevrolet,4,4.3,5,,40000,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2019,56377,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,White,,0,1,1,Auto Boutique,4.4,4.9,33,500,31500,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2019,28788,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Pearl White Multi,White / Black,0,1,1,Drive A Dream,4.7,4.9,33,,36000,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2020,40739,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Black,Black,0,1,0,iDrive1 Motorcars,,4.2,19,,35977,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2022,4410,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Midnight Silver Metallic,,0,0,1,Country Chevrolet,4.9,4.7,5,500,48499,cars_com_used_cars_762k
Tesla,Model 3 Standard Range,2023,10274,Electric ZEV 271hp,1-Speed Automatic,Rear-wheel Drive,Electric,,Gray,,0,1,1,Jidd Motors Mitsubishi,4.8,3.6,3,,41985,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2021,48195,Electric,1-Speed Automatic,All-wheel Drive,Electric,,White,Black,0,0,1,Mid-Illini Auto Group,,4.3,5,,39995,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2021,27992,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Red Multi,White / Black,0,1,1,Parsons Ford Lincoln,4.6,4.3,5,1000,41900,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2022,5331,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Deep Blue Metallic,White / Black,0,1,1,Brandon Mitsubishi,2.3,4.7,5,,56991,cars_com_used_cars_762k
Tesla,Model 3 Performance,2020,7616,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Midnight Silver Metallic,Black,1,1,1,TJ Chapman Auto LLC,2.1,4.2,19,1000,36900,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2018,34734,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Silver,,0,1,1,Star Auto Works,3.6,4.6,117,,32500,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2019,23710,Electric,1-Speed Automatic,RWD,Electric,,Black,Black,,,,Lute Riley Honda,4.9,4.9,33,,33999,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2020,30337,Electric,1-Speed Automatic,All-wheel Drive,Electric,,White,Black,0,1,1,VINS DC,3.9,4.2,19,204,36776,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2022,5666,Electric,Automatic,All-wheel Drive,Electric,,Pearl White Multi,Black,0,1,0,Subaru of Fort Myers,1.5,4.7,5,1231,45363,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2020,26104,Motor: AC Permanent Magnet,Automatic,Rear-wheel Drive,Electric,,Midnight Silver Metallic,Black,0,1,1,Versatile Collection,4,4.2,19,,34987,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2021,31984,Electric,1-Speed Automatic,All-wheel Drive,Electric,,White,Black,1,0,1,Westboro Toyota,4.3,4.3,5,,45000,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2019,29425,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,,Black,0,1,1,Herb Connolly Chevrolet,3.7,4.9,33,2500,31495,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2020,11390,Electric,1-Speed Automatic,RWD,Electric,,White,Black,0,1,1,J&A Auto Sales,,4.2,19,1000,34995,cars_com_used_cars_762k
Tesla,Model 3 Performance,2019,44476,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Deep Blue Metallic,White / Black,0,1,1,Drive A Dream,4.7,4.9,33,1000,39000,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2022,6349,Electric,1-Speed Automatic,All-wheel Drive,Electric,,White,Black,0,0,1,Auto House,,4.7,5,1000,48988,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2019,34461,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Blue,Black,1,1,1,Alpha Motorsports Fredericksburg,4.6,4.9,33,,30000,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2019,30976,271.0HP Electric Motor Electric Fuel System,A/T,Rear-wheel Drive,Electric,,Black,Black,,,,,,4.9,33,,35500,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2018,30857,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Black,Black,0,1,1,Berlin City Nissan of Portland,2.9,4.6,117,1202,36151,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2019,33517,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Midnight Silver Metallic,White / Black,0,1,1,Century Auto,,4.9,33,498,37998,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2020,17026,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,White,,0,1,1,Temecula Hyundai,4.9,4.2,19,7000,36000,cars_com_used_cars_762k
Tesla,Model 3 Long Range AWD,2019,32832,,Automatic,All-wheel Drive,Electric,,Gray,White/Black,0,1,1,Versatile Collection,4,4.9,33,,37987,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2022,34172,Electric,1-Speed Automatic,All-wheel Drive,Electric,,White,Black,0,0,1,Import Masters,3.6,4.7,5,,40495,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2021,12866,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Pearl White Multi,Black,0,1,1,Armstrong VW,1.4,4.3,5,200,37790,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2021,53184,Electric Motor,1-Speed Automatic,All-wheel Drive,Electric,,Pearl White Multi-Coat,Black,0,1,1,Jidd Motors Mitsubishi,4.8,4.3,5,,49895,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2021,32441,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Red Multi,Black,0,0,1,Ed Dena's Auto Center,,4.3,5,2280,40997,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2020,23756,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Midnight Silver Metallic,Black,0,1,1,Bob Wade Subaru,4.8,4.2,19,,43998,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2019,57000,Electric Motor Electric Fuel System,A/T,Rear-wheel Drive,Electric,,Gray,Black,,,,,,4.9,33,,31500,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2021,6419,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Deep Blue,Black,0,0,1,One Toyota Of Oakland,,4.3,5,,47961,cars_com_used_cars_762k
Tesla,Model 3 Mid Range,2018,30121,271.0HP Electric Motor Electric Fuel System,A/T,Rear-wheel Drive,Electric,,Black,Black,,,,,,4.6,117,,39999,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2022,11139,Electric,Automatic,All-wheel Drive,Electric,,White,Black,0,1,1,Audi Mission Viejo,3.9,4.7,5,800,47788,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2019,44821,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Pearl White Multi,Black,0,1,1,AutoNation Chevrolet North,4.4,4.9,33,1665,36333,cars_com_used_cars_762k
Tesla,Model 3 Long Range,2022,17130,Dual Electric Motor,Automatic,All-wheel Drive,Electric,,Gray,,0,0,1,Beaver Chevrolet,3.7,4.7,5,,47996,cars_com_used_cars_762k
Tesla,Model 3 Mid Range,2019,9326,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Black,,0,1,1,Brad's Cottage Grove Chevrolet,4.7,4.9,33,,39856,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2021,13650,271.0HP Electric Motor Electric Fuel System,1-Speed A/T,Rear-wheel Drive,Electric,,Gray,Black,,,,,,4.3,5,,36000,cars_com_used_cars_762k
Tesla,Model 3 Mid Range,2018,57000,271.0HP Electric Motor Electric Fuel System,A/T,Rear-wheel Drive,Electric,,Black,Black,,,,,,4.6,117,,33000,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2019,24804,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Red Multi,Black,0,1,1,Kalidy Kia,2.2,4.9,33,,37891,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2019,34584,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Red Multi,Black,0,1,1,Westcoast Auto Sales,4.9,4.9,33,1564,32888,cars_com_used_cars_762k
Tesla,Model 3 Performance,2020,23348,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Midnight Silver Metallic,Black,0,1,1,Prestige Auto Mart of Westport,4.6,4.2,19,2495,42995,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2020,4259,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,White,Black,0,0,1,Import Masters,3.6,4.2,19,,44495,cars_com_used_cars_762k
Tesla,Model 3 Standard Range Plus,2020,30634,Electric ZEV 271hp,Automatic,Rear-wheel Drive,Electric,,Pearl White Multi-Coat,Black,1,1,1,Cloninger Ford of Hickory,3.9,4.2,19,500,35000,cars_com_used_cars_762k
Tesla,Model 3 Base,2022,16798,Electric,1-Speed Automatic,Rear-wheel Drive,Electric,,Pearl White Multi,,0,0,0,"Antelope Valley Chevrolet, Inc.",3.2,4.7,5,1110,45000,cars_com_used_cars_762k
Tesla,Model 3 Performance,2018,51700,271.0HP Electric Motor Electric Fuel System,A/T,All-wheel Drive,Electric,,Black,Black,,,,,,4.6,117,,33999,cars_com_used_cars_762k
